CloneID,call_rate,p_present,MAF,polymorphism
100007132,0.8952380952380953,0.5,0.5,0.5
100007220,0.9523809523809523,0.5,0.5,0.5
100029675,0.9523809523809523,0.5,0.5,0.5
100029035,0.9619047619047619,0.504950495049505,0.49504950495049505,0.49504950495049505
100003710,0.9428571428571428,0.494949494949495,0.494949494949495,0.49494949494949503
100005150,0.9428571428571428,0.494949494949495,0.494949494949495,0.49494949494949503
100007318,0.9428571428571428,0.494949494949495,0.494949494949495,0.49494949494949503
100028746,0.9428571428571428,0.5050505050505051,0.4949494949494949,0.4949494949494949
100035207,0.9428571428571428,0.494949494949495,0.494949494949495,0.49494949494949503
100041803,0.9428571428571428,0.494949494949495,0.494949494949495,0.49494949494949503
100000402,0.9238095238095239,0.4948453608247423,0.4948453608247423,0.4948453608247423
100007213,0.9238095238095239,0.4948453608247423,0.4948453608247423,0.4948453608247423
100030699,0.9238095238095239,0.5051546391752577,0.4948453608247423,0.4948453608247423
100035865,0.9238095238095239,0.5051546391752577,0.4948453608247423,0.4948453608247423
100006406,0.9047619047619048,0.49473684210526314,0.49473684210526314,0.49473684210526314
100015856,0.9047619047619048,0.5052631578947369,0.49473684210526314,0.49473684210526314
100003308,0.9714285714285714,0.49019607843137253,0.49019607843137253,0.4901960784313726
100000932,0.9523809523809523,0.51,0.49,0.49
100002312,0.9523809523809523,0.49,0.49,0.49
100002708,0.9523809523809523,0.49,0.49,0.49
100005140,0.9523809523809523,0.51,0.49,0.49
100007284,0.9523809523809523,0.49,0.49,0.49
100004639,0.9333333333333333,0.4897959183673469,0.4897959183673469,0.4897959183673469
100006116,0.9333333333333333,0.4897959183673469,0.4897959183673469,0.4897959183673469
100006573,0.9333333333333333,0.4897959183673469,0.4897959183673469,0.4897959183673469
100034481,0.9333333333333333,0.4897959183673469,0.4897959183673469,0.4897959183673469
100002639,0.9142857142857143,0.4895833333333333,0.4895833333333333,0.48958333333333326
100007205,0.9142857142857143,0.4895833333333333,0.4895833333333333,0.48958333333333326
100007247,0.9142857142857143,0.4895833333333333,0.4895833333333333,0.48958333333333326
100045142,0.9142857142857143,0.5104166666666666,0.48958333333333337,0.48958333333333337
100002134,0.8952380952380953,0.5106382978723404,0.4893617021276596,0.4893617021276596
100004304,0.8952380952380953,0.5106382978723404,0.4893617021276596,0.4893617021276596
100047454,0.8952380952380953,0.5106382978723404,0.4893617021276596,0.4893617021276596
100007109,0.9809523809523809,0.5145631067961165,0.4854368932038835,0.4854368932038835
100000640,0.9619047619047619,0.5148514851485149,0.48514851485148514,0.48514851485148514
100001252,0.9619047619047619,0.5148514851485149,0.48514851485148514,0.48514851485148514
100001640,0.9619047619047619,0.5148514851485149,0.48514851485148514,0.48514851485148514
100005842,0.9619047619047619,0.48514851485148514,0.48514851485148514,0.48514851485148514
100007155,0.9619047619047619,0.48514851485148514,0.48514851485148514,0.48514851485148514
100007160,0.9619047619047619,0.5148514851485149,0.48514851485148514,0.48514851485148514
100002534,0.9428571428571428,0.48484848484848486,0.48484848484848486,0.48484848484848486
100003891,0.9428571428571428,0.48484848484848486,0.48484848484848486,0.48484848484848486
100022249,0.9428571428571428,0.5151515151515151,0.48484848484848486,0.48484848484848486
100007134,0.9238095238095239,0.4845360824742268,0.4845360824742268,0.48453608247422686
100007291,0.9238095238095239,0.4845360824742268,0.4845360824742268,0.48453608247422686
100007315,0.9238095238095239,0.4845360824742268,0.4845360824742268,0.48453608247422686
100007345,0.9238095238095239,0.4845360824742268,0.4845360824742268,0.48453608247422686
100043479,0.9238095238095239,0.5154639175257731,0.48453608247422686,0.48453608247422686
100005015,0.9047619047619048,0.5157894736842106,0.4842105263157894,0.4842105263157894
100013103,0.9047619047619048,0.4842105263157895,0.4842105263157895,0.4842105263157894
100058670,0.9047619047619048,0.4842105263157895,0.4842105263157895,0.4842105263157894
100015723,0.8857142857142857,0.5161290322580645,0.4838709677419355,0.4838709677419355
100004235,0.9714285714285714,0.5196078431372549,0.48039215686274506,0.48039215686274506
100003998,0.9523809523809523,0.52,0.48,0.48
100007326,0.9523809523809523,0.48,0.48,0.48
100021329,0.9523809523809523,0.48,0.48,0.48
100040724,0.9523809523809523,0.52,0.48,0.48
100041763,0.9523809523809523,0.48,0.48,0.48
100005476,0.9333333333333333,0.5204081632653061,0.47959183673469385,0.47959183673469385
100007340,0.9333333333333333,0.47959183673469385,0.47959183673469385,0.47959183673469385
100007347,0.9333333333333333,0.47959183673469385,0.47959183673469385,0.47959183673469385
100019018,0.9333333333333333,0.5204081632653061,0.47959183673469385,0.47959183673469385
100000113,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100000986,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100002372,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100004863,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100007158,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100007322,0.9142857142857143,0.4791666666666667,0.4791666666666667,0.47916666666666674
100020779,0.9142857142857143,0.5208333333333334,0.47916666666666663,0.47916666666666663
100021775,0.8952380952380953,0.5212765957446809,0.4787234042553191,0.4787234042553191
100059453,0.8952380952380953,0.5212765957446809,0.4787234042553191,0.4787234042553191
100000172,0.8761904761904762,0.5217391304347826,0.4782608695652174,0.4782608695652174
100002046,0.8761904761904762,0.5217391304347826,0.4782608695652174,0.4782608695652174
100005975,0.9619047619047619,0.5247524752475248,0.4752475247524752,0.4752475247524752
100004299,0.9238095238095239,0.4742268041237113,0.4742268041237113,0.4742268041237113
100020154,0.9238095238095239,0.5257731958762887,0.4742268041237113,0.4742268041237113
100000823,0.9047619047619048,0.5263157894736842,0.4736842105263158,0.4736842105263158
100000946,0.9047619047619048,0.5263157894736842,0.4736842105263158,0.4736842105263158
100001671,0.9047619047619048,0.47368421052631576,0.47368421052631576,0.4736842105263157
100035930,0.9047619047619048,0.5263157894736842,0.4736842105263158,0.4736842105263158
100001179,0.9523809523809523,0.47,0.47,0.47
100007333,0.9523809523809523,0.47,0.47,0.47
100038923,0.9523809523809523,0.47,0.47,0.47
100000950,0.9333333333333333,0.46938775510204084,0.46938775510204084,0.4693877551020409
100001668,0.9333333333333333,0.5306122448979592,0.4693877551020408,0.4693877551020408
100005272,0.9333333333333333,0.5306122448979592,0.4693877551020408,0.4693877551020408
100043951,0.9333333333333333,0.5306122448979592,0.4693877551020408,0.4693877551020408
100007331,0.9142857142857143,0.46875,0.46875,0.46875
100017461,0.9142857142857143,0.53125,0.46875,0.46875
100035083,0.9142857142857143,0.53125,0.46875,0.46875
100043194,0.9142857142857143,0.46875,0.46875,0.46875
100003833,0.8952380952380953,0.5319148936170213,0.46808510638297873,0.46808510638297873
100007355,0.8952380952380953,0.46808510638297873,0.46808510638297873,0.46808510638297873
100000569,0.9619047619047619,0.46534653465346537,0.46534653465346537,0.4653465346534653
100004149,0.9619047619047619,0.46534653465346537,0.46534653465346537,0.4653465346534653
100001429,0.9428571428571428,0.5353535353535354,0.46464646464646464,0.46464646464646464
100007122,0.9428571428571428,0.5353535353535354,0.46464646464646464,0.46464646464646464
100007208,0.9428571428571428,0.5353535353535354,0.46464646464646464,0.46464646464646464
100007338,0.9238095238095239,0.4639175257731959,0.4639175257731959,0.4639175257731959
100002904,0.9047619047619048,0.5368421052631579,0.4631578947368421,0.4631578947368421
100007146,0.9047619047619048,0.4631578947368421,0.4631578947368421,0.4631578947368421
100007253,0.9047619047619048,0.5368421052631579,0.4631578947368421,0.4631578947368421
100029038,0.9714285714285714,0.46078431372549017,0.46078431372549017,0.4607843137254901
100007332,0.9523809523809523,0.46,0.46,0.45999999999999996
100039143,0.9523809523809523,0.54,0.45999999999999996,0.45999999999999996
100004450,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100004482,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100006557,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100007283,0.9333333333333333,0.45918367346938777,0.45918367346938777,0.4591836734693877
100016418,0.9333333333333333,0.45918367346938777,0.45918367346938777,0.4591836734693877
100022352,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100044263,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100044278,0.9333333333333333,0.5408163265306123,0.4591836734693877,0.4591836734693877
100000188,0.9142857142857143,0.5416666666666666,0.45833333333333337,0.45833333333333337
100002962,0.9142857142857143,0.4583333333333333,0.4583333333333333,0.45833333333333326
