anchoring,n_pairs,n_markers,max_dist_bp,cm_per_mb_assumed,rho_hat,Ne_estimate,half_decay_bp,half_decay_kb,dist_r2_below_0.1_bp,dist_r2_below_0.1_kb
AYB (S. stenocarpa Ss01-Ss11),32507,1473,5000000,1.06,1903.7,475.9,102251.0,102.3,369612.0,369.6
