parent_A,parent_B,G_ij,cluster_A,cluster_B,Tannin_A,Tannin_B,Tannin_midparent,Tannin_absgap,Phenol_A,Phenol_B,Phenol_midparent,Phenol_absgap,Flavonoid_A,Flavonoid_B,Flavonoid_midparent,Flavonoid_absgap,Antioxidant_A,Antioxidant_B,Antioxidant_midparent,Antioxidant_absgap,Seed_Length_A,Seed_Length_B,Seed_Length_midparent,Seed_Length_absgap,Seed_Width_A,Seed_Width_B,Seed_Width_midparent,Seed_Width_absgap,Seed_Thickness_A,Seed_Thickness_B,Seed_Thickness_midparent,Seed_Thickness_absgap,Mass_of_Seeds_A,Mass_of_Seeds_B,Mass_of_Seeds_midparent,Mass_of_Seeds_absgap,Seed_Coat_Tannin_A,Seed_Coat_Tannin_B,Seed_Coat_Tannin_midparent,Seed_Coat_Tannin_absgap,Crude_Protein_A,Crude_Protein_B,Crude_Protein_midparent,Crude_Protein_absgap,Total_Oxalate_A,Total_Oxalate_B,Total_Oxalate_midparent,Total_Oxalate_absgap,Soluble_Oxalate_A,Soluble_Oxalate_B,Soluble_Oxalate_midparent,Soluble_Oxalate_absgap,Insoluble_Oxalate_A,Insoluble_Oxalate_B,Insoluble_Oxalate_midparent,Insoluble_Oxalate_absgap
TSs363,TSs133,0.5235764758073553,1,1,522.529740487655,350.181189808862,436.3554651482585,172.348550678793,144.944952744426,211.66843466716,178.306693705793,66.72348192273401,78.598991363029,124.482152977083,101.54057217005601,45.883161614054,274.354203181557,218.153587437576,246.2538953095665,56.20061574398102,8.546,8.543,8.5445,0.0030000000000001137,6.877,6.994,6.935499999999999,0.11699999999999999,6.773,6.831,6.802,0.05800000000000072,0.3137,0.3192,0.31645,0.005500000000000005,689.818679398602,705.489398780134,697.654039089368,15.67071938153208,31.5290495289265,,,,999.110778466456,,,,409.020536900019,,,,590.090241566437,,,
TSs138B,TSs363,0.516228379374274,1,1,858.978665615279,522.529740487655,690.754203051467,336.4489251276241,175.220126025799,144.944952744426,160.0825393851125,30.275173281373014,111.539718004083,78.598991363029,95.069354683556,32.940726641054,394.275470102886,274.354203181557,334.3148366422215,119.92126692132899,7.93,8.546,8.238,0.6159999999999997,6.209,6.877,6.542999999999999,0.6680000000000001,6.512,6.773,6.6425,0.2610000000000001,0.2498,0.3137,0.28175,0.06389999999999998,904.047672545451,689.818679398602,796.9331759720264,214.228993146849,26.6151428555864,31.5290495289265,29.07209619225645,4.913906673340101,908.59962052182,999.110778466456,953.8551994941381,90.51115794463601,329.580619047619,409.020536900019,369.30057797381903,79.43991785240001,579.019001474201,590.090241566437,584.554621520319,11.071240092236053
TSs365,TSs358,0.5151282572142659,1,1,413.017743873986,604.948240539693,508.98299220683947,191.93049666570698,124.615855243755,493.280416621162,308.9481359324585,368.664561377407,164.491123414755,106.393859340583,135.442491377669,58.097264074172,236.239043457812,233.724883943803,234.9819637008075,2.5141595140089805,7.51,8.618,8.064,1.1080000000000005,6.439,6.819,6.629,0.3799999999999999,6.637,6.798,6.717499999999999,0.16100000000000048,0.2446,0.3188,0.2817,0.07419999999999996,891.635875661435,743.878474243588,817.7571749525115,147.75740141784695,35.8730897214948,30.7540975617775,33.313593641636146,5.118992159717301,844.845085687191,1033.44238905325,939.1437373702206,188.597303366059,240.479445571332,299.878875370553,270.1791604709425,59.39942979922097,604.365640115859,733.563513682701,668.96457689928,129.19787356684196
TSs361,TSs365,0.5142829445799486,1,1,697.419649368991,413.017743873986,555.2186966214886,284.40190549500505,274.975748250218,124.615855243755,199.79580174698648,150.35989300646298,148.504843097067,164.491123414755,156.497983255911,15.986280317688,224.357952411057,236.239043457812,230.2984979344345,11.881091046754989,8.579,7.51,8.0445,1.0690000000000008,6.784,6.439,6.6114999999999995,0.34499999999999975,6.554,6.637,6.5954999999999995,0.0829999999999993,0.3004,0.2446,0.2725,0.05579999999999999,969.97090051681,891.635875661435,930.8033880891226,78.33502485537508,36.6822429906542,35.8730897214948,36.277666356074505,0.8091532691594026,853.189029158319,844.845085687191,849.017057422755,8.343943471128,307.592219560878,240.479445571332,274.035832566105,67.11277398954599,545.59680959744,604.365640115859,574.9812248566495,58.76883051841901
TSs138B,TSs133,0.5085405072479421,1,1,858.978665615279,350.181189808862,604.5799277120705,508.7974758064171,175.220126025799,211.66843466716,193.4442803464795,36.448308641360995,111.539718004083,124.482152977083,118.010935490583,12.942434973000005,394.275470102886,218.153587437576,306.214528770231,176.12188266531,7.93,8.543,8.2365,0.6129999999999995,6.209,6.994,6.6015,0.7850000000000001,6.512,6.831,6.6715,0.31900000000000084,0.2498,0.3192,0.2845,0.06939999999999999,904.047672545451,705.489398780134,804.7685356627925,198.55827376531693,26.6151428555864,,,,908.59962052182,,,,329.580619047619,,,,579.019001474201,,,
TSs151B,TSs365,0.5047642176769597,1,1,,413.017743873986,,,,124.615855243755,,,,164.491123414755,,,,236.239043457812,,,7.776,7.51,7.643,0.266,5.898,6.439,6.1685,0.5410000000000004,5.699,6.637,6.167999999999999,0.9379999999999997,0.2064,0.2446,0.2255,0.03820000000000001,1136.7674734124,891.635875661435,1014.2016745369175,245.13159775096506,,35.8730897214948,,,,844.845085687191,,,,240.479445571332,,,,604.365640115859,,
TSs59B,TSs282,0.4883220290298812,2,2,665.687958320523,660.284995971696,662.9864771461096,5.402962348826918,168.021795187676,145.065018503903,156.5434068457895,22.956776683773,143.615005683971,90.9043818134728,117.2596937487219,52.710623870498196,325.474072904993,334.345418483785,329.909745694389,8.871345578791988,8.808,8.552,8.68,0.2560000000000002,6.849,6.501,6.675000000000001,0.34799999999999986,6.574,6.3747,6.474349999999999,0.19930000000000003,0.3057,0.264,0.28485000000000005,0.041700000000000015,723.235700575485,718.698073517234,720.9668870463595,4.537627058251019,,,,,,,,,,,,,,,,
TSs133,TSs365,0.4878419150480523,1,1,350.181189808862,413.017743873986,381.599466841424,62.836554065124005,211.66843466716,124.615855243755,168.1421449554575,87.052579423405,124.482152977083,164.491123414755,144.486638195919,40.008970437672005,218.153587437576,236.239043457812,227.196315447694,18.085456020235995,8.543,7.51,8.026499999999999,1.0329999999999995,6.994,6.439,6.7165,0.5549999999999997,6.831,6.637,6.734,0.19400000000000084,0.3192,0.2446,0.2819,0.07459999999999997,705.489398780134,891.635875661435,798.5626372207845,186.14647688130094,,35.8730897214948,,,,844.845085687191,,,,240.479445571332,,,,604.365640115859,,
TSs363,TSs155,0.4828828485906972,1,1,522.529740487655,864.012320443296,693.2710304654754,341.482579955641,144.944952744426,142.67603038409,143.810491564258,2.268922360335978,78.598991363029,179.590054803224,129.0945230831265,100.991063440195,274.354203181557,247.751741701418,261.0529724414875,26.602461480139,8.546,7.613,8.0795,0.9329999999999989,6.877,5.77,6.323499999999999,1.1070000000000002,6.773,5.826,6.2995,0.9470000000000001,0.3137,0.2024,0.25805,0.11129999999999998,689.818679398602,862.649460546495,776.2340699725485,172.83078114789305,31.5290495289265,,,,999.110778466456,,,,409.020536900019,,,,590.090241566437,,,
TSs138B,TSs365,0.4784443913980295,1,1,858.978665615279,413.017743873986,635.9982047446325,445.9609217412931,175.220126025799,124.615855243755,149.917990634777,50.60427078204401,111.539718004083,164.491123414755,138.015420709419,52.95140541067201,394.275470102886,236.239043457812,315.257256780349,158.03642664507402,7.93,7.51,7.72,0.41999999999999993,6.209,6.439,6.324,0.23000000000000043,6.512,6.637,6.5745,0.125,0.2498,0.2446,0.2472,0.005199999999999982,904.047672545451,891.635875661435,897.841774103443,12.411796884015985,26.6151428555864,35.8730897214948,31.2441162885406,9.257946865908401,908.59962052182,844.845085687191,876.7223531045056,63.754534834629,329.580619047619,240.479445571332,285.0300323094755,89.10117347628699,579.019001474201,604.365640115859,591.69232079503,25.346638641658046
TSs111,TSs358,0.47580158914493637,1,1,791.786905291447,604.948240539693,698.36757291557,186.8386647517541,197.550694835704,493.280416621162,345.415555728433,295.72972178545797,89.5486248315051,106.393859340583,97.97124208604404,16.845234509077912,305.344557787534,233.724883943803,269.5347208656685,71.61967384373096,7.828,8.618,8.223,0.79,6.326,6.819,6.5725,0.4930000000000003,6.146,6.798,6.4719999999999995,0.6520000000000001,0.2163,0.3188,0.26754999999999995,0.10249999999999998,711.408330522097,743.878474243588,727.6434023828425,32.47014372149101,,30.7540975617775,,,,1033.44238905325,,,,299.878875370553,,,,733.563513682701,,
TSs361,TSs111,0.4752750414913626,1,1,697.419649368991,791.786905291447,744.603277330219,94.36725592245602,274.975748250218,197.550694835704,236.263221542961,77.42505341451397,148.504843097067,89.5486248315051,119.02673396428605,58.956218265561915,224.357952411057,305.344557787534,264.8512550992955,80.98660537647697,8.579,7.828,8.2035,0.7510000000000003,6.784,6.326,6.555,0.4580000000000002,6.554,6.146,6.35,0.40800000000000036,0.3004,0.2163,0.25834999999999997,0.08410000000000001,969.97090051681,711.408330522097,840.6896155194536,258.56256999471304,36.6822429906542,,,,853.189029158319,,,,307.592219560878,,,,545.59680959744,,,
TSs53,TSs282,0.47370408211091164,2,2,966.191745478736,660.284995971696,813.2383707252161,305.90674950704,169.133145633141,145.065018503903,157.099082068522,24.068127129238007,233.482231697613,90.9043818134728,162.1933067555429,142.57784988414022,377.2998781041,334.345418483785,355.8226482939425,42.95445962031499,8.829,8.552,8.6905,0.277000000000001,6.992,6.501,6.7465,0.49099999999999966,6.794,6.3747,6.58435,0.4192999999999998,0.3275,0.264,0.29575,0.0635,627.595719991799,718.698073517234,673.1468967545165,91.10235352543498,,,,,,,,,,,,,,,,
TSs151B,TSs111,0.46840577145572465,1,1,,791.786905291447,,,,197.550694835704,,,,89.5486248315051,,,,305.344557787534,,,7.776,7.828,7.802,0.05200000000000049,5.898,6.326,6.112,0.42799999999999994,5.699,6.146,5.922499999999999,0.44700000000000006,0.2064,0.2163,0.21134999999999998,0.009899999999999992,1136.7674734124,711.408330522097,924.0879019672485,425.359142890303,,,,,,,,,,,,,,,,
TSs156A,TSs138B,0.4657566500793652,1,1,673.027286238732,858.978665615279,766.0029759270055,185.95137937654704,227.193040482138,175.220126025799,201.20658325396852,51.972914456339,87.0933996609076,111.539718004083,99.3165588324953,24.446318343175406,129.392142398117,394.275470102886,261.8338062505015,264.88332770476904,7.666,7.93,7.798,0.26399999999999935,7.115,6.209,6.662,0.9060000000000006,6.955,6.512,6.733499999999999,0.4430000000000005,0.2889,0.2498,0.26935,0.039099999999999996,956.650402414259,904.047672545451,930.349037479855,52.60272986880807,,26.6151428555864,,,,908.59962052182,,,,329.580619047619,,,,579.019001474201,,
TSs2,TSs1A,0.44764031675332566,2,2,612.38731956499,614.836968379412,613.612143972201,2.449648814422062,207.024987894394,314.20184926738,260.613418580887,107.176861372986,106.912105658187,185.05099508037,145.9815503692785,78.138889422183,388.581296904685,329.720728065091,359.15101248488804,58.86056883959401,8.205,8.475,8.34,0.2699999999999996,6.662,6.585,6.6235,0.07699999999999996,6.262,6.154,6.208,0.10799999999999965,0.2738,0.2676,0.2707,0.006199999999999983,806.461137657525,952.791717333105,879.626427495315,146.33057967558,36.7792412327077,27.0401800828045,31.9097106577561,9.739061149903197,996.24549846289,814.880373023715,905.5629357433025,181.36512543917502,482.037690159548,329.598719019772,405.81820458966,152.43897113977602,514.207808303341,485.281654003944,499.74473115364253,28.926154299397012
TSs156A,TSs111,0.4456573413369554,1,1,673.027286238732,791.786905291447,732.4070957650895,118.75961905271504,227.193040482138,197.550694835704,212.37186765892102,29.642345646433995,87.0933996609076,89.5486248315051,88.32101224620635,2.455225170597501,129.392142398117,305.344557787534,217.3683500928255,175.95241538941698,7.666,7.828,7.747,0.16199999999999992,7.115,6.326,6.7204999999999995,0.7890000000000006,6.955,6.146,6.5504999999999995,0.8090000000000002,0.2889,0.2163,0.2526,0.0726,956.650402414259,711.408330522097,834.0293664681781,245.24207189216202,,,,,,,,,,,,,,,,
TSs156A,TSs155,0.4376285162258647,1,1,673.027286238732,864.012320443296,768.519803341014,190.98503420456393,227.193040482138,142.67603038409,184.934535433114,84.51701009804799,87.0933996609076,179.590054803224,133.3417272320658,92.49665514231641,129.392142398117,247.751741701418,188.5719420497675,118.35959930330102,7.666,7.613,7.6395,0.052999999999999936,7.115,5.77,6.4425,1.3450000000000006,6.955,5.826,6.390499999999999,1.1290000000000004,0.2889,0.2024,0.24564999999999998,0.0865,956.650402414259,862.649460546495,909.6499314803771,94.00094186776403,,,,,,,,,,,,,,,,
TSs49,TSs22A,0.43647859819075496,2,2,402.279338036836,367.109111440282,384.694224738559,35.170226596554016,236.310690798753,326.175808098876,281.2432494488145,89.86511730012302,157.038686779085,173.770799494423,165.404743136754,16.73211271533799,298.909487468502,387.768804477413,343.3391459729575,88.85931700891103,8.755,8.466,8.6105,0.2890000000000015,6.454,5.834,6.144,0.6200000000000001,5.916,5.611,5.7635000000000005,0.3050000000000006,0.2624,0.2302,0.24630000000000002,0.032200000000000034,723.218973090569,744.857814274021,734.038393682295,21.638841183452087,,,,,,,,,,,,,,,,
TSs49,TSs269,0.4327314994241718,2,2,402.279338036836,574.673021507819,488.47617977232755,172.39368347098304,236.310690798753,117.714983769016,177.0128372838845,118.595707029737,157.038686779085,97.7910439201985,127.41486534964176,59.24764285888649,298.909487468502,139.532577630179,219.2210325493405,159.376909838323,8.755,8.104,8.4295,0.6510000000000016,6.454,6.774,6.614,0.3200000000000003,5.916,6.314,6.115,0.3979999999999997,0.2624,0.2853,0.27385000000000004,0.022899999999999976,723.218973090569,624.040278468622,673.6296257795955,99.17869462194699,,28.355858200764,,,,1109.9648130347,,,,316.984150619786,,,,792.980662414915,,
