method,n_markers_raw,m_eff,pcs_for_99.5_pct_var,bonferroni_raw,neglog10_bonf_raw,bonferroni_meff,neglog10_bonf_meff
Li & Ji 2005 eigenvalue m_eff,1625,93.4257457701188,90,3.076923076923077e-05,4.511883360978874,0.0005351843818622421,3.271496568951026
