n_pairs,max_dist_bp,rho_hat,Ne_estimate,half_decay_bp,dist_r2_below_0.1_bp,cm_per_mb_assumed
476,5000000,2635.6266560084864,658.9066640021216,73851.3544817724,266977.28148640745,1.06
